STOK_KODU;CARISTOK_KODU;Parça No;Parça No1;Parça No2;Buffer;Depo;Pasif
40797-200;53887-0;;;1013-100-B;;2;
40798-200;43782-0;;;1013-103;Kalacak;;
40805-200;44211-0;;;1013-608-C;Kalacak;;
40806-200;44212-0;;;1013-610-A;Kalacak;;
40807-200;44213-0;;;1013-612-A;Kalacak;;
40809-200;44214-0;;;1013-614-B;;2;
40810-200;44215-0;;;1013-616;;;5
40808-200;44630-0;;;1014-046;;;5
40813-200;44628-0;;;1014-049;Kalacak;;
40811-100;45006-0;;;1014-054;Kalacak;;
40811-200;1014-054-0;;;1014-054;Kalacak;;
40812-200;44839-0;;;1014-237-B;Kalacak;;
40814-200;45055-0;;;1014-377-C;;2;
40815-200;45054-0;;;1014-379-B;;2;
40816-200;45293-0;;;1014-491-B;;;5
41543-100;305909-0;;;F-309529-917;;;5
40820-200;45349-0;;;1014-506-B;Kalacak;;
48501-100;0871060-06-0;;;;;;5
40817-200;45345-0;;;1014-587;;2;
40819-100;45347-0;;;1014-615-A;;2;
40822-200;45750-0;;;1015-034;;2;
40823-200;46050-0;;;1015-337-B;;;5
48502-100;9090065-00-0;;;;;;5
40824-100;46048-0;;;1015-521;;;5
40829-200;47293-0;;;1016-230-A;;2;
40830-200;4400556-0;;;1016-325;;2;
41074-200;52734A-0;;;1019-779-B;Kalacak;;
69009-200;70000004041249-0;;;7505471/D/001;;;5
41120-200;53199-0;;;1021-367 B;;2;
40705-200;14889-0;;;5600-00G;;;
40757-200;14877-0;;;5602-00G;;;5
40749-100;16464-0;;;5610-008;;;5
40767-200;16893-0;;;800.030.69;;;
40758-200;15330-0;;;MS1460-02/0290-002-F;;;
40796-200;43390A-5;#YOK;#YOK;#YOK;;;
40804-200;43712-3;#YOK;#YOK;#YOK;;;
40825-300;46689-0;#YOK;#YOK;#YOK;;;
40826-300;46704-0;#YOK;#YOK;#YOK;;;
40827-300;46705-0;#YOK;#YOK;#YOK;;;
40831-200;47291-5;#YOK;#YOK;#YOK;;;
00250-200;586594-0;586594-3;;586597;Kalacak;;
00251-200;608569-0;;;608568;;;5
00252-200;686888-0;;;686888;Kalacak;;
00253-200;715680-0;;;715680;;;
30160-100;3134280270-0;997925/313428;997925;997925;;;
30161-100;0028080270-0;997850/002808;997850;997850;;;
30162-100;0026430270-0;990180/002643;;;;;
30163-100;2085440310-0;2085440310-3;;998610;;;5
30164-100;2079090270-3;2079090270-3;;998615;;;
30165-100;998640-0;998640-3;;998640;;;
30168-100;2079330310-1;998605-3;;998605;;;
30169-100;2079200310-3;998600;998600;998600;;;
30170-100;313510271-0;3131510271-3;;990120;;;5
30171-100;2079210310-3;998606/207921;998606/207921;998606;;;
30174-100;2078020271-0;990125/207802;;;;;
30175-100;2078100270-0; ;;;;;
30176-100;2079230310-0;;;207923/998616;;;
30177-100;2078040271-0;990135/207804;;;;;
30178-100;1024020271-0;990055/102402;990055/102402;990055;;;
30179-100;1023910271-0;990045/102391;990045/102391;990045;;;
30180-100;0026210271-0; ; ;990160;;;5
30181-100;1060500270-0;990235/106050;;;;;
30182-100;2078510271-0;;;991360;;;5
30183-100;1061590291-0;998765/106159;998765/106159;998765;;;5
30184-100;0026260271-0; ;;990250;;;
30185-100;2078150271-0;995405/207815;995405/207815;;;;
30186-100;0026480270-0;0026480270-3;;990185;;;
30187-100;1060800270-0;1060370271-3;;990990;;;5
30188-100;0026440271-0; ; ;990995;;;5
30189-100;1060510291-0;990240/106051;;990240;;;
30190-100;2078130271-0;990225/207813;;990225;;;
30191-100;2078170271-0;990200/207817;990200/207817;990200;;;
30192-100;3131400271-0;;;990975;;;5
30193-100;2079240310-0;207924/998616;207924/998616;207924/998616;;;
30194-100;2079320310-0;2079320310-3;;998635;;;5
30195-100;1061390291-0;998695/106139;998695/106139;998695;;;
30196-100;2079360310-3;998630;998630;998630;;;
30197-100;2078080272-0;991355/2078080272;991355/2078080272;991355/2078080272;;;
30199-100;2078460270-0;990015/207846;990015/207846;990015/207846;;;
30200-100;4203570270-0;991320/420357;991320/420357;991320;;;
30201-100;2078150270-1;995405/207815;995405/207815;995405;;;
30202-100;3103670292-0;991345/310367;991345/310367;991345;;;5
30203-100;3131520270-0;;;995390;;;5
30204-100;2078140270-0;;;;;;
30205-100;0028770270-3; ; ;997885;;;
30206-100;4301530271-0;995410/430153;995410/430153;995410;;;
30209-100;3131400270-0;990975/313140;;;;;5
30210-100;2077840270-0;2077840270-3;;990980;;;
30212-100;0027300270-3;0027300270-3;;997870;;;
30213-100;4301540270-3;995415;;;;;
30214-100;2079480270-0;;;997950;;;
30215-100;2078480270-0;990985/207848;;;;;
30217-100;1060800270-3;990990/106080;;;;;
30218-100;3131770270-0;990960/313177;990960/313177;990960;;;
30219-100;3131930270-0;990965/313193;;;;;
30220-100;3131760270-0;990975/313176;;;;;
30221-100;2077840272-3;990980/207847;;;;;
30222-100;10618900270-3;;;997960;;;
30223-100;0026220271-3; ;990165/002622;990165/002622;;;
30225-100;4140760270-1;4140760270-3;;991265;;;
30226-100;1060470271-0;990150/106047;990150/106047;;;;
30227-100;2078050271-0;990140/207805;990140/207805;;;;
30228-100;1060480271-0; ;;990155;;;5
30229-100;2034440271-0;2034440271-3;;990985;;;5
30230-100;3103670270-0;;;991345;;;5
30232-100;2079240270-0;998616/207924;998616/207924;998616/207924;;;
30233-100;2079350270-0;998640/207935;998640/207935;998640/207935;;;
30234-100;2000040271-3;991695;991695;991695;;;
30235-100;0028420272-1; ; ;995510;;;
30236-100;2078030272-0;990130/207803;990130/207803;990130/207803;;;
30239-100;998620-0;2079750310-3;;998620;;;5
30240-100;1023900271-0;990040/102390;990040/102390;990040;;;
30241-100;2039570271-0;990030/203957;990030/203957;990030;;;
30243-100;9993550270-0;;;999355;;;5
30244-100;3103680272-3;3103680292-3;;991350;;;
30246-100;3131410272-0;990960/313141;990960/313141;990960/313141;;;
30247-100;129X143X65-1;991355/207808;;;;;
30248-100;9913400270-0;9913400270-3;;991340;;;5
30249-100;129X143X65-0;991355/207808;;991355;;;5
30253-100;306164-0;991305/306164;;;;;
30254-100;1042700270-0;991365/104270;;991365;;;5
30255-100;0027250270-3;0027250270-3;;997845/002725;;;
30256-100;0027230270-3;997855/002723;997855/002723;997855/002723;;;
30257-100;997860-0;;;997860;;;5
30258-100;1060920271-3;997865/106094;997865/106094;997865;;;
30259-100;1061910291-0;1061910291-3;;998710;;;
30260-100;0027380271-3;027390270-3;;997880;;;
30261-100;3132970270-3;997920/313297;997920/313297;997920/313297;;;
30262-100;997930-0;;;997930;;;5
30263-100;2078850270-3;997935/207885;997935/207885;997935/207885;;;
30264-100;2078860270-3;997940/207886;997940/207886;997940;;;
30265-100;2078870270-0;2078870270-3;;997945;;;
30266-100;2078930270-3;2078930270-3;;997955;;;
30267-100;0027970271-3;;;997875;;;
30269-100;1060610271-3; ; ;991710;;;
30271-100;1060420271-3;1060420271-3;991715;991715;;;
30272-100;9988100291-0;9988100291;9988100291;998810;;;
30274-100;2078130282-1;990225/207813;990225/207813;990225;;;
30275-100;1062320291-0;1062320291-3;;998840;;;
30276-100;1062480291-0;1062480291-3;;998675;;;
30277-100;1061510291-0;1061510291-3;;998690;;;
30278-100;0026120271-3;0026120271-3;;991720;;;
30291-100;3131530270-0;313153-3;;991290;;;5
30292-100;2078060271-0;;;990145;;;5
30293-100;0026430271-0;990180/002643;;990180;;;
30294-100;990200-0;990200/207817;;;;;
30296-100;990255-0; ;;990255;;;5
30297-100;0027830270-3;997890/027840;997890/027840;997890;;;
30298-100;1061140270-3;1061140270-3;;997965;;;
30299-100;990245-0;;;990245;;;5
30300-100;2078090271-3;;;990205;;;
30301-100;1060490271-3;990230/106049;;;;;
30302-100;2078120271-0;990220/207812;;;;;
30303-100;2078110271-0;207811/990215;;;;;
30304-100;0028490270-0;997840/002849;997840/002849;997840/002849;;;
30305-100;1060500271-0;;;990235;;;5
30306-100;2078030271-0; ;;990130;;;5
30307-100;1060520271-0;;;990245;;;5
30308-100;1060380292-0;1060380292-3;;991710;;;
30309-100;2079500270-3;997970/207950;997970/207950;997970/207950;;;
30310-100;0028020270-3;997895;997895/002802;997895/002802;;;
30311-100;3134770270-0;997915/313477;997915/313477;997915/313477;;;
30313-100;0029020272-0;0029020272-3;;995505;;;
30314-100;0027320270-0;0027320270-3;;990161;;;
30315-100;2078510272-3;2078510292-3;;991360;;;
30318-100;9913750270-0;;;991375;;;
30319-100;0026260292-0;0026260292-3;;990250;;;
30320-100;1061370291-0;998685/106137;998685/106137;998685;;;
30321-100;1061420291-0;1061420291-3;;998775;;;
30322-100;1061440291-0;1061440291-3;;998770;;;
30323-100;1061460291-0;998780/106146;998780/106146;998780;;;
30324-100;1061470291-0;998750/106147;998750/106147;998750;;;
30325-100;2079890291-0;998740/207989;998740/207989;998740;;;
30326-100;2079910291-0;998730/207991;998730/207991;998730;;;
30327-100;1061490291-3;1061490291-3;;998845;;;
30328-100;1061340291-3;1061340291-3;;998850;;;
30329-100;2079990291-3;2079990291-3;998855;998855;;;
30330-100;1061330291-0;998700/106133;998700/106133;998700;;;
30331-100;1061350291-0;998680/106135;998680/106135;998680;;;
30332-100;2079820291-0;998665/207982;998665/207982;998665;;;
30333-100;2079840291-0;998670/207984;998670/207984;998670;;;5
30334-100;1061550291-0;1061550291-3;;998755;;;5
30335-100;2079930291-0;998745/207993;998745/207993;998745;;;
30336-100;9988050291-0;9988050291-3;998805;998805;;;5
30337-100;2079950291-3;2079950291-3;998815;998815;;;
30338-100;9988200291-0;2079960291-3;998820;998820;;;5
30339-100;9988250291-0; ;998825;998825;;;
30340-100;2079970291-3; ;;998830;;;
30341-100;1061480291-3;1061480291-3;998835;998835;;;
30342-100;1061630291-0;;;998760;;;5
30344-100;1061610291-0;998785/106161;998785/106161;998785;;;
30345-100;3131510292-0;3131510292-3;;990120;;;
30346-100;3131460292-0;3131460292-3;;990955;;;
30347-100;1063040292-3;9954950292-3;;995495;;;
30350-100;0029180270-0;0029180270-3;;994915;;;
30351-100;2000050270-0;2000050270-3;;991690;;;
30352-100;2080070291-0;2080070291-3;;998655;;;
30353-200;3061550050-0;3061550050-3;;991300;;;
30355-100;1061990291-0;1061990291-3;;998790;;;
30356-100;1062030291-0;1062030291-3;;998865;;;
30357-100;1063430291-0;1063430291-3;;998720;;;
30358-100;1062040291-0;1062040291-3;;998870;;;
30359-100;2078030292-0;2078030292-3;;990130;;;
30360-100;;#YOK;#YOK;#YOK;;;5
30361-100;3138570000-0;3138570000-3;;998310;;;
30362-100;9983100270-0;;;998310;;;5
30363-100;9983150270-0;;;998315;;;
30368-100;2078060292-0;2078060292-3;;990145;;;
30369-100;2082680270-0;2082680270-3;;999251;;;
30370-100;2082670270-0;2082670270-3;;999250;;;
30371-100;1061530291-0;1061530291-3;;998705;;;
30372-100;2078230271-0;2078230271-3;;991700;;;
30373-100;1042700292-0;1042700292-3;;991365;;;
30374-100;0026210292-0;0026210292-3;;990160;;;
00629-200;51462507-0;;;51462507 B;Kalacak;;
00647-200;51633013-0;;;51633013-C;Kalacak;;
00769-200;90396222-0;;;90396222;Kalacak;;
00772-200;91791698-0;;;91791698 - C;Kalacak;;
00927-200;92653478-0;;;92653478-B;Kalacak;;
59000-100;6071710-0;;;6495-R-12;Kalacak;;
59001-100;6079927-0;;;5713-R-1H;Kalacak;;
59002-100;6176086-0;;;6106-R-3A;Kalacak;;
59003-100;6170146-0;;;6552-R-1;Kalacak;;
59004-100;6178806-0;;;6281-R-1;Kalacak;;
59005-100;6172411-0;;;6727-1;Kalacak;;
59006-100;6172416-0;;;6692-R-2;Kalacak;;
59007-200;6076556-0;;;9013-R-1;Kalacak;;
59008-100;6170711-0;;;6457-R-1C;Kalacak;;
59009-100;6170713-0;;;6457-R-2C;Kalacak;;
57002-200;0.015.2921.0-60-0;;;0.015.2921.0;Kalacak;;
57003-200;0.020.6243.0-30-0;;;0.020.6243.0/30-2;Kalacak;;
57013-200;0.048.9567.5-0;;;0.048.9567.5-0;Kalacak;;
30150-200;0822-6367-0;0801-6367 Q-2;0801-6367 Q-2;0801-6367 Q-2;;;
30151-200;30151-200-0;0801-6367 Q-1;;0801-6367 Q-1;;;
30152-200;0822-0061-0;;;0801-0061-SWD 3.h;;2;
30153-200;0822-0059-0;;;0801-0059-SWD 3.h;Kalacak;;
37300-200;130711-0;;;130711-C;Kalacak;;
37301-200;130712-0;;;130712-C;Kalacak;;
37302-200;130713-0;;;130713-C;Kalacak;;
37303-200;117155-0;;;117155-K;Kalacak;;
37305-200;117392-0;;;117392-G;Kalacak;;
37306-200;96008271-0;;;96008271;;2;
37307-200;96008274-0;;;96008274;;2;
37308-200;96010483-0;;;96010483;Kalacak;;
37309-200;96010486-0;;;96010486;Kalacak;;
37312-100;96009575-0;;;96009575;Kalacak;;
37315-100;96008262-0;;;96008262;;2;
37316-100;96010115-0;;;96010115;;2;
37317-100;96010495-0;;;96010495;;2;
37318-200;96014546-0;;;96014546;Kalacak;;
37319-200;96015432-0;;;96015432/1;Kalacak;;
37320-100;96016396-0;;;96016396-01;Kalacak;;
37321-200;116811-0;;;116811-N;Kalacak;;
37322-200;116812-0;;;116812;Kalacak;;
37323-200;116814-0;;;116814-N;Kalacak;;
37324-200;117117-0;;;117117-M;Kalacak;;
37325-200;130708-0;;;130708;;2;
37326-200;117295-0;;;117295;Kalacak;;
37327-100;96016869-0;;;96016869;Kalacak;;
37328-100;96016928-0;;;96016928-B;Kalacak;;
37329-200;96016780-0;;;96016780;Kalacak;;
37330-100;96017305-0;;;96017305-A;Kalacak;;
37331-100;96017308-0;;;96017308-A;Kalacak;;
00778-100;248152-0;;;248152 / 2815778;;2;
00831-100;872844-0;51589858-A;527768;527768;Kalacak;;
00832-100;580940-0;;;580940;Kalacak;;
00834-100;872842-0;872841-3;;872842;Kalacak;;
00836-100;580939-527765-0;;;580939 / 527765;Kalacak;;
69000-200;70000004041805-0;4041806-3;;7507369/B/001;;2;
69012-200;70000004049523-0;;;7509770/A/001;;;5
69011-200;70000004041262-0;4041262-3;;7505474/B/001;;;5
70015-200;70000004087522-0;4087522-2;;87523/G/001;;;5
69013-200;70000004049517-0;;;7509764/-/001;;2;
70001-200;70000004090056-0;4090057-3; ;090056/F/001;;;5
70016-200;70000004087520-0;;;87521/J/001;;;5
70022-200;70000004022821-0;;;7503611/D/001;;2;
70023-200;70000004022830-0;;;7503615/F/001;;2;
70028-200;70000004022512-0;4022513-3;;7503327/-/A;;2;
70038-200;70000004022901-0;;;7503659/B/001;;2;
70068-200;70000004022934-0;;;7503681/A/001;;2;
70069-200;70000004022913-0;;;7503667/A/001;;2;
70071-200;70000004022937-0;;7503683/Rev. a-007;7503683/Rev. a-007;;2;
70076-200;A5E36281024-0;;;A5E36281024A/AB;;2;
70077-200;A5E35820138-0;;; A5E35820138A/AC;;2;
52000-100;47mmV5-0;;;47mmV5;Kalacak;;
48307-200;48307-200;;;;;;5
48308-200;48308-200;;;;;;5
70002-200;70000004090062-0;4090063-3;;090062/G/001;Kalacak;;
70003-200;70000004090066-0;4090067-3;;090066/H/001;;2;
70004-200;70000004090068-0;4090069-3;;090068/F/001;Kalacak;;
70005-200;70000004090072-0;4090073-3; ;090072/G/001;;2;
70006-200;70000004090104-0;4090105-3;;090104/E/001;Kalacak;;
70010-200;70000004086971-0;4086951-3;;86971/-/001;Kalacak;;
70014-200;70000004081829-0;;;81830/F/001;Kalacak;;
70045-200;70000004082521-0;;;82522/F/001;Kalacak;;
70046-200;70000004086288-0;;;86289/B/001;Kalacak;;
70047-200;70000004082541-0;;;082541- 082540-B;;;5
39500-100;39500-100;;;;Kalacak;;
07000-100;RT-13866 TFX-908-143-0;;;RT-13866 TFX-908-143;Kalacak;;
07001-100;RT-13867 TFX-908-144-0;;;RT-13867 TFX-908-144;Kalacak;;
07002-100;RT-13861 TFX-908-142-0;;;RT-13861 TFX-908-142;;2;
07003-200;TFX 908-068-0;;;TFX 908-054/ 908-049;Kalacak;;
07004-200;TFX 908-069-0;;;TFX 908-055 / 908-050;Kalacak;;
07005-200;TFX 908-130-0;;;908-130;Kalacak;;
07006-200;TFX-908-132-0;;;908-132;Kalacak;;
07007-100;RT-54270-0;;;RT-82944;Kalacak;;
00450-100;48103305-0;;;48103305;Kalacak;;
00705-100;47489627.9-0;;;47489627;Kalacak;;
79207-100;79207-100;;;;;;5
38445-200;;;;;;;5
38461-200;;;;;;;5
38504-200;;#YOK;#YOK;#YOK;;;5
39014-200;;;;;;;5
39015-100;;#YOK;#YOK;#YOK;;;5
39019-100;;#YOK;#YOK;#YOK;;;5
39045-100;;#YOK;#YOK;#YOK;;;5
00016-100;2521218K91;#YOK;#YOK;#YOK;;;
00116-100;3612523M1M-0;3612523M1M-3;;;;;5
00109-200;3697699 U2-0;;;;;;5
37182-200;37182-200;;;;;;5
71002-100;01C-0006-0;;;01C-0006;;;5
37183-200;37183-200;;;;;;5
37184-200;37184-200;;;;;;5
37185-200;37185-200;;;;;;5
37187-200;37187-200;;;;;;
37188-200;37188-200;;;;;;5
38343-200;38343-200-0;;;;;2;
38444-100;38444-100;;;;;;5
39037-200;39037-200;;;;;;5
39038-200;39038-200;;;;;;5
39040-200;39040-200;;;;;;5
00102-100;892223-0;;;892223;Kalacak;;
39010-200;C0101001-0;;;;;2;
39045-200;C0101002-0;;;;Kalacak;;
39011-200;C0101003-0;;;;;;5
39007-200;C0101004-0;;;;Kalacak;;
39008-200;C0101005-0;;;;;2;
38485-200;C0101006-0;;;;Kalacak;;
39022-200;C0101007-0;;;;;;5
39009-200;C0101008-0;;;;Kalacak;;
39068-200;C0101009-0;;;;Kalacak;;
38455-100;C0101015.-0;;;;;2;
38455-200;C0101015-0;;;;;2;
38432-100;C0101018-0;;;;Kalacak;;
38432-200;C0101018-0;;;;;2;
38458-200;C0101019-0;;;;;2;
39054-200;C0101027-0;;;;;2;
39050-200;C0301001-0;;;;;;
39015-200;C0301002-0;;;;;2;
39030-200;C0301003-0;;;;;;5
38456-200;C0301004-0;;;;;;
37886-200;C0301005-0;;;;;2;
37884-200;C0301007-0;;;;;2;
38337-200;C0301008-0;;;;;2;
39004-200;C0301009-0;;;;Kalacak;;
39041-200;C0301011-0;;;;Kalacak;;
39019-200;C0301012-0;;;;;;5
39024-200;C0301013-0;;;;Kalacak;;
39023-200;C0301030-0;;;;Kalacak;;
38492-200;C0301031-0;;;;;;5
39039-200;C0301032-0;;;;Kalacak;;
38502-200;C0301033-0;;;;Kalacak;;
38510-200;C0301034-0;;;;;;5
39049-200;C0301035-0;;;;Kalacak;;
38450-200;C0301036-0;;;;Kalacak;;
38488-200;C0301037-0;;;;;;5
39003-200;C0301038-0;;;;;2;
38489-200;C0301039-0;;;;;2;
38500-200;C0301040-0;;;;Kalacak;;
39048-200;C0301042-0;;;;Kalacak;;
38505-200;C0301045-0;;;;;2;
39006-200;C0301047-0;;;;;;5
39052-200;C0301059-0;;;;Kalacak;;
39066-200;C0301065-0;;;;Kalacak;;
39016-200;C0303001-0;;;;;2;
37178-200;C0303002-0;;;;;;5
38467-200;C0402001-0;;;;Kalacak;;
37883-200;C0402002-0;;;;;2;
39000-200;C0402004-0;;;;Kalacak;;
38434-200;C0402007-0;;;;;;5
39001-200;C0402008-0;;;;;2;
37885-200;C0402010-0;;;;Kalacak;;
39027-200;C0402012-0;;;;Kalacak;;
39042-200;C0402013-0;;;;;;5
37176-200;C0402015-0;;;;;;5
37175-200;C0402016-0;;;;Kalacak;;
39028-200;C0402017-0;;;;;;5
37177-200;C0403003-0;;;;;2;
38453-200;C0406001-0;;;;;2;
38451-200;C0406003-0;;;;Kalacak;;
38490-200;C0406004-0;;;;Kalacak;;
38491-200;C0406005-0;;;;Kalacak;;
38454-200;C0406006-0;;;;Kalacak;;
38452-200;C0406007-0;;;;Kalacak;;
38501-200;C0406008-0;;;;;;5
39047-200;C0406010-0;;;;;2;
38498-200;C0406012-0;;;;;2;
38520-200;C0406021-0;;;;;2;
39067-200;C0406022-0;;;;Kalacak;;
78904-200;203-116Ç-0;;;;;;5
39051-200;C0406025-0;;;;Kalacak;;
38509-200;C0407001-0;;;;;;
37189-200;C0501001-0;;;;;;5
38459-100;C0501001-0;;;;;;5
39032-100;C0501002-0;;;;;;5
39031-100;C0501003-0;;;;;;5
39031-200;C0501003-0;;;;;;5
39033-100;C0501004-0;;;;;;5
39034-100;C0501005-0;;;;;2;
39044-100;C0501006.-0;;;;;;5
39044-200;C0501006-0;;;;;;
39046-100;C0501007-0;;;;;;5
39046-200;C0501007-0;;;;;;
38342-100;C0501008.-0;;;;;;5
38342-200;C0501008-0;;;;;;5
39043-100;C0501009.-0;;;;;;5
39043-200;C0501009-0;;;;;;5
39006-100;C0501013-0;;;;Kalacak;;
38329-200;C0701001-0;;;;Kalacak;;
38368-200;C0701002-0;;;;Kalacak;;
38446-200;C0701003-0;;;;Kalacak;;
38471-200;C0701004-0;;;;;2;
37880-200;C0701006-0;;;;;;5
39018-200;C0701007-0;;;;Kalacak;;
38519-200;C0701009-0;;;;;;5
38478-200;C0701010-0;;;;Kalacak;;
38328-200;C0702001-0;;;;Kalacak;;
38367-200;C0702002-0;;;;Kalacak;;
38347-200;C0702003-0;;;;Kalacak;;
38477-200;C0702004-0;;;;Kalacak;;
38305-200;C0703001-0;;;;;;5
38464-200;C0703002-0;;;;;;5
37881-200;C0703005-0;;;;Kalacak;;
38472-200;C0703006-0;;;;;;5
38468-200;C0703008-0;;;;Kalacak;;
38474-200;C0703009-0;;;;Kalacak;;
38447-200;C0703010-0;;;;;2;
38330-200;C0704001-1;;;;Kalacak;;
38366-200;C0704002-0;;;;Kalacak;;
38449-200;C0704003-0;;;;Kalacak;;
38473-200;C0704004-0;;;;;;5
38465-200;C0704005-0;;;;Kalacak;;
37889-200;C0704006-0;;;;Kalacak;;
37879-200;C0704007-0;;;;;2;
37887-200;C0704010-0;;;;;;5
37888-200;C0704012-0;;;;;;5
38469-200;C0704013-0;;;;;;
38476-200;C0704015-0;;;;;2;
38475-200;C0704016-0;;;;Kalacak;;
38439-200;C0704017-0;;;;Kalacak;;
39026-200;C0705001-0;;;;;2;
38306-100;C2202001-0;;;;;;
39053-100;C2202002-0;;;;Kalacak;;
39017-100;C2202003-0;;;;Kalacak;;
38507-200;C2302003-0;;;;;;5
38504-100;C2302004-0;;;;;2;
38511-100;C2302005-0;;;;;;5
39029-200;C2701006-0;;;;;2;
38499-200;C2701012-0;;;;Kalacak;;
37180-200;C2701013-0;;;;;;5
37181-200;C2701014-0;;;;;;5
38493-200;C2701019-0;;;;;;5
38508-200;C2701027-0;;;;;;5
37190-100;C2702001-0;;;;;;
38512-100;C2702001-0;;;;;;5
38516-100;C2702101-0;;;;;2;
38515-100;C2702201-0;;;;;2;
38517-100;C2702301-0;;;;;2;
38513-100;C2702401-0;;;;;2;
38514-100;C2702501-0;;;;;;5
38518-100;C2702601-0;;;;;;5
37179-200;C32-0;;;;;;5
38506-200;C3201003-0;;;;;;5
38479-200;C3301001-0;;;;Kalacak;;
38503-200;C3501004-0;;;;;;5
36225-200;D1121100-0;;;D1121100 -  D;Kalacak;;
36226-200;D1121301-0;;;D1121301 - C;Kalacak;;
40097-200;9205881-0;;;1000538839 AA / 9205881;;2;
40531-200;6095626-0;;;1000567026.AB;Kalacak;;
40532-200;2226884-0;;;1000568809-02;Kalacak;;
40533-200;2226887-0;;;1000569142-02;Kalacak;;
40136-200;6006030-0;;;12560-6052635.01;Kalacak;;
40505-200;2029050-0;;2026473-03;2026473-03;;2;
40502-200;2029049-0;;;2027733-03;;2;
40075-200;002A-WI-0;;;2028350-03;Kalacak;;
40071-200;2028356-0;;;2028356-04;Kalacak;;
40070-200;2028358-0;;;2028358-06;Kalacak;;
40069-200;2031695-0;;;2031695-06;Kalacak;;
40134-200;2032002-0;;;2032002-05;;;
40504-200;2044402-0;;;2044402/2044120;;2;
40041-200;2056381-0;;;2056381-02;Kalacak;;
40043-200;2056385-0;;;2056385-02;Kalacak;;
40044-200;2056387-0;;;2056387-02;Kalacak;;
40025-200;2057038-0;;;2057038-2;Kalacak;;
40023-200;2057039-0;;;2057039-2;Kalacak;;
40033-200;2069391-0;;;2069391-02;;;
40045-200;2069538-0;;2069538-01;2069538-01;;;
40054-200;2080320-0;;2080320-03;2080320-03;;;5
40053-200;2080392-0;;;2080392-02;;;
40118-200;008A-WI-0;;;2100673-02;Kalacak;;
40321-200;2110866-0;;;2110866-03;;;5
40328-200;2117442-0;;;2117442-01;Kalacak;;
40326-200;2123036-0;;;2123036-01;;;5
40128-200;2128160-0;;;2128160-01;;;5
40013-200;2132342-0;;;2132342-02;;;
40011-200;2135583-0;;;2135583/03;;;
40330-200;2151833-0;;;2151833.01;;;5
40519-200;2203539-0;;;2203539.01B;Kalacak;;
40520-200;2203550-0;;;2203550.01;Kalacak;;
40331-200;6006042-0;;;50.10980.01;Kalacak;;
40332-200;6006055-0;;;50.11002/1.02;Kalacak;;
40098-200;6006053-0;;;50.11004/1.02 - 11002/1A ;Kalacak;;
40088-100;6006040-0;;;50.12842.04;Kalacak;;
40088-200;6006041-0;;;50.12842.04;Kalacak;;
40525-200;6008424-0;;;51.10870.02;Kalacak;;
40526-200;6037671-0;;;52.15538/2;Kalacak;;
40092-200;6062529-0;;;52.20841.03;Kalacak;;
40089-200;6062530-0;;;52.20842.01;Kalacak;;
40086-200;6062423-0;;;6050286.02;Kalacak;;
40090-200;6063996-0;;;6050462.03;Kalacak;;
40091-200;6064430-0;;;6050466.03;Kalacak;;
40096-200;6066995-0;;;6050888.06;;2;
40085-200;6005953-0;;;6051245.04;;2;
40515-200;6073835-0;;;6051883.03;Kalacak;;
40521-200;6074869-0;;;6051940.01;Kalacak;;
40523-200;6005672-0;;;6052145.02;Kalacak;;
40093-200;6078861-0;;;6052555.02;;2;
40094-200;6078860-0 (iptal);;;6052557.01;;2;
40140-200;6080090-0;;;6052645.02;Kalacak;;
40513-200;6081691-0;;;6052831.01;Kalacak;;
40514-200;6084753-0;;;6053467.02;Kalacak;;
40099-200;6085303-0;;;6053531.01;Kalacak;;
40516-200;6085499-0;;6053540.01;6053540.01;;2;
40517-200;6087407-0;;;6053649.01;;2;
40518-200;6008505-0;;;6053805.01 / 15609/1 ;Kalacak;;
40019-200;2010596-0;;;TD2010596-00;;2;
40001-200;2013938-0;;TD2013938-02;TD2013938-02;;;
40004-200;2030636-0;;;TD2030636-04;;2;
40006-200;2030674-0;;;TD2030674-08;;;5
40135-200;9205893-0;;;9205893/1000538948-AA;;2;
40112-200;2040365-0;;TD2040365-01;TD2040365-01;Kalacak;;
40113-200;058A-WI-0;;TD2040368-01;TD2040368-01;Kalacak;;
40114-200;2040370-0;;;TD2040370-02;Kalacak;;
